的 231,154,132,0,0,248,12,11,8,8,248,64,48,143,8,8,8,248,0,0,0,127,33,33,33,33,127,0,0,0,67,128,64,63,0,0,
一 228,184,128,0,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
是 230,152,175,0,0,0,0,127,73,73,73,73,73,73,73,127,0,0,0,0,129,65,33,29,33,65,129,255,137,137,137,137,137,129,129,0,
不 228,184,141,0,0,2,2,2,2,130,66,242,14,66,130,2,2,2,0,0,16,8,4,2,1,0,0,255,0,0,0,1,2,12,0,0,
了 228,186,134,0,0,2,2,2,2,2,2,226,34,18,10,6,2,0,0,0,0,0,0,0,0,64,128,127,0,0,0,0,0,0,0,0,
在 229,156,168,0,8,8,136,200,56,12,11,8,8,232,8,8,8,8,8,0,2,1,0,255,64,65,65,65,65,127,65,65,65,65,64,0,
人 228,186,186,0,0,0,0,0,0,0,192,63,192,0,0,0,0,0,0,0,128,64,32,16,12,3,0,0,0,3,12,16,32,64,128,0,
有 230,156,137,0,4,4,4,132,228,60,39,36,36,36,36,228,4,4,4,0,4,2,1,0,255,9,9,9,9,73,137,127,0,0,0,0,
我 230,136,145,0,32,36,36,36,254,35,34,32,32,255,32,34,44,160,32,0,0,8,72,132,127,2,65,64,32,19,12,20,34,65,248,0,
他 228,187,150,0,0,128,96,248,135,128,252,64,32,255,16,8,248,0,0,0,1,0,0,255,0,0,63,64,64,79,64,68,71,64,120,0,
这 232,191,153,0,64,64,66,204,0,8,40,72,137,14,200,56,8,8,0,0,0,64,32,31,32,80,72,68,66,65,66,68,88,64,64,0,
个 228,184,170,0,128,128,64,32,16,8,4,195,4,8,16,32,64,128,128,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,
们 228,187,172,0,0,128,96,248,7,0,248,1,6,0,4,4,4,252,0,0,1,0,0,255,0,0,255,0,0,0,0,64,128,127,0,0,
中 228,184,173,0,0,0,240,16,16,16,16,255,16,16,16,16,240,0,0,0,0,0,15,4,4,4,4,255,4,4,4,4,15,0,0,0,
来 230,157,165,0,0,8,8,40,200,8,8,255,8,8,136,104,8,8,0,0,33,33,17,17,9,5,3,255,3,5,9,17,17,33,33,0,
上 228,184,138,0,0,0,0,0,0,0,255,64,64,64,64,64,64,0,0,0,64,64,64,64,64,64,127,64,64,64,64,64,64,64,64,0,
大 229,164,167,0,32,32,32,32,32,32,32,255,32,32,32,32,32,32,32,0,128,128,64,32,16,12,3,0,3,12,16,32,64,128,128,0,
为 228,184,186,0,0,32,34,44,32,32,224,63,32,32,32,32,224,0,0,0,128,64,32,16,8,6,1,0,1,70,128,64,63,0,0,0,
和 229,146,140,0,32,36,36,164,254,35,34,32,0,248,8,8,8,248,0,0,16,8,6,1,255,1,6,0,0,63,16,16,16,63,0,0,
国 229,155,189,0,0,254,2,18,146,146,146,242,146,146,146,18,2,254,0,0,0,255,64,72,72,72,72,79,72,74,76,72,64,255,0,0,
地 229,156,176,0,32,32,32,255,32,32,128,248,128,64,255,32,16,240,0,0,16,48,16,15,8,8,0,63,64,64,95,66,68,67,120,0,
到 229,136,176,0,66,98,82,74,198,66,82,98,194,0,248,0,0,255,0,0,64,196,68,68,127,36,36,36,32,0,15,64,128,127,0,0,
以 228,187,165,0,0,0,252,0,0,2,4,24,0,0,128,127,0,0,0,0,0,0,63,16,8,132,64,32,16,12,3,8,16,32,192,0,
说 232,175,180,0,64,64,66,204,0,0,241,22,16,16,24,20,243,0,0,0,0,0,0,63,144,72,33,25,7,1,63,65,65,64,112,0,
时 230,151,182,0,0,252,132,132,132,252,0,16,16,16,16,16,255,16,16,0,0,63,16,16,16,63,0,0,1,6,64,128,127,0,0,0,
要 232,166,129,0,0,2,242,146,146,254,146,146,146,254,146,146,242,2,0,0,0,2,130,146,154,86,99,34,50,74,70,66,130,2,0,0,
就 229,176,177,0,4,228,37,38,36,228,4,32,32,255,32,226,44,32,32,0,16,75,130,126,2,11,144,96,28,3,0,63,64,64,112,0,
出 229,135,186,0,0,0,124,64,64,64,64,255,64,64,64,64,252,0,0,0,0,124,64,64,64,64,64,127,64,64,64,64,64,252,0,0,
会 228,188,154,0,64,64,32,32,80,72,68,67,68,72,80,32,32,64,64,0,0,2,66,226,82,74,70,66,66,66,82,98,194,2,0,0,
可 229,143,175,0,0,2,2,242,18,18,18,242,2,2,2,254,2,2,2,0,0,0,0,15,4,4,4,15,0,64,128,127,0,0,0,0,
也 228,185,159,0,128,128,64,252,64,32,32,255,16,16,8,248,0,0,0,0,0,0,0,63,64,64,64,79,64,66,68,67,64,64,120,0,
你 228,189,160,0,0,128,96,248,7,64,32,24,15,8,200,8,8,40,24,0,1,0,0,255,0,16,12,3,64,128,127,0,1,6,24,0,
对 229,175,185,0,0,8,72,136,8,200,56,0,144,16,16,255,16,16,16,0,0,32,16,12,3,4,24,0,0,67,128,127,0,0,0,0,
生 231,148,159,0,128,64,48,30,16,16,16,255,16,16,16,16,16,16,0,0,64,64,66,66,66,66,66,127,66,66,66,66,66,64,64,0,
能 232,131,189,0,8,204,74,73,72,74,204,24,0,127,136,136,132,130,224,0,0,255,18,18,82,146,127,0,0,126,136,136,132,130,224,0,
而 232,128,140,0,0,2,226,34,34,226,50,46,226,34,34,34,226,2,0,0,0,0,255,0,0,63,0,0,63,0,64,128,127,0,0,0,
子 229,173,144,0,128,130,130,130,130,130,130,226,162,146,138,134,130,128,128,0,0,0,0,0,0,64,128,127,0,0,0,0,0,0,0,0,
那 233,130,163,0,0,34,34,254,34,34,254,0,0,254,2,34,218,6,0,0,64,33,25,7,33,65,63,0,0,255,8,16,8,7,0,0,
得 229,190,151,0,0,16,136,196,51,0,190,170,170,170,170,170,190,128,0,0,2,1,0,255,0,2,10,18,2,66,130,127,2,2,2,0,
于 228,186,142,0,64,64,66,66,66,66,66,254,66,66,66,66,66,64,64,0,0,0,0,0,0,64,128,127,0,0,0,0,0,0,0,0,
着 231,157,128,0,64,68,84,84,85,214,116,92,84,86,85,84,84,68,64,0,8,8,4,2,255,85,85,85,85,85,85,255,0,0,0,0,
下 228,184,139,0,2,2,2,2,2,2,254,2,2,66,130,2,2,2,2,0,0,0,0,0,0,0,255,0,0,0,0,1,6,0,0,0,
自 232,135,170,0,0,0,0,248,136,140,138,137,136,136,136,248,0,0,0,0,0,0,0,255,68,68,68,68,68,68,68,255,0,0,0,0,
之 228,185,139,0,0,16,16,16,16,16,17,22,16,144,80,48,16,0,0,0,0,64,32,16,16,40,68,66,65,64,64,64,64,64,64,0,
的 231,154,132,0,0,248,12,11,8,8,248,64,48,143,8,8,8,248,0,0,0,127,33,33,33,33,127,0,0,0,67,128,64,63,0,0,
年 229,185,180,0,0,32,24,199,68,68,68,68,252,68,68,68,68,4,0,0,4,4,4,7,4,4,4,4,255,4,4,4,4,4,4,0,
过 232,191,135,0,64,64,66,204,0,8,72,136,8,8,8,255,8,8,8,0,0,64,32,31,32,64,64,65,64,72,80,79,64,64,64,0,
发 229,143,145,0,0,0,24,22,16,208,184,151,144,144,144,146,148,16,0,0,0,32,16,140,131,128,65,70,40,16,40,68,67,128,128,0,
后 229,144,142,0,0,0,0,252,36,36,36,36,34,34,34,35,34,32,32,0,64,32,24,7,0,254,66,66,66,66,66,66,254,0,0,0,
作 228,189,156,0,0,128,96,248,7,64,48,15,248,136,136,136,136,8,8,0,1,0,0,255,0,0,0,0,255,8,8,8,8,8,0,0,
里 233,135,140,0,0,0,254,146,146,146,146,254,146,146,146,146,254,0,0,0,64,64,68,68,68,68,68,127,68,68,68,68,68,64,64,0,
用 231,148,168,0,0,0,254,34,34,34,34,254,34,34,34,34,254,0,0,0,128,96,31,2,2,2,2,127,2,2,66,130,127,0,0,0,
道 233,129,147,0,64,64,66,204,0,8,233,170,184,168,168,170,233,8,0,0,0,64,32,31,32,64,95,74,74,74,74,74,95,64,64,0,
行 232,161,140,0,0,16,136,196,51,0,64,66,66,66,194,66,66,66,64,0,2,1,0,255,0,0,0,0,64,128,127,0,0,0,0,0,
所 230,137,128,0,0,0,252,36,36,34,227,2,252,68,68,66,195,66,64,0,64,48,15,2,2,130,67,48,15,0,0,0,255,0,0,0,
然 231,132,182,0,64,32,88,151,36,196,60,16,16,208,63,208,18,20,16,0,128,104,4,2,33,192,8,4,35,192,0,0,35,196,8,0,
家 229,174,182,0,16,44,36,36,164,164,101,166,36,36,36,36,164,52,12,0,64,73,73,41,36,20,82,137,127,4,10,17,16,32,32,0,
种 231,167,141,0,36,36,164,254,35,34,0,240,16,16,255,16,16,240,0,0,8,6,1,255,1,6,0,7,2,2,255,2,2,7,0,0,
事 228,186,139,0,4,4,116,84,84,84,84,255,84,84,84,84,116,4,4,0,4,4,21,21,21,85,149,127,21,21,21,21,31,4,4,0,
成 230,136,144,0,0,0,248,136,136,136,136,8,8,255,8,9,10,200,8,0,128,96,31,0,16,32,31,128,64,33,22,24,38,65,248,0,
方 230,150,185,0,8,8,8,8,8,248,137,142,136,136,136,136,8,8,8,0,0,128,64,32,24,7,0,0,64,128,64,63,0,0,0,0,
多 229,164,154,0,0,0,16,16,152,164,71,68,164,84,12,4,0,0,0,0,0,129,137,137,68,68,74,49,33,17,9,5,3,0,0,0,
经 231,187,143,0,32,48,172,99,32,24,128,130,66,34,18,26,38,66,128,0,34,103,34,18,18,18,64,66,66,66,126,66,66,66,64,0,
么 228,185,136,0,0,0,128,64,32,16,12,3,192,48,0,0,0,0,0,0,0,1,32,112,40,36,34,33,32,32,36,40,48,96,0,0,
去 229,142,187,0,0,0,8,8,8,8,8,255,8,8,8,8,8,0,0,0,1,1,65,97,81,73,71,65,65,65,81,97,193,1,1,0,
法 230,179,149,0,16,96,2,140,0,16,16,16,16,255,16,16,16,16,0,0,4,4,126,1,65,225,81,73,69,67,65,81,97,193,1,0,
学 229,173,166,0,64,48,17,150,144,144,145,150,144,144,152,20,19,80,48,0,4,4,4,4,4,68,132,126,6,5,4,4,4,4,4,0,
如 229,166,130,0,16,16,240,31,16,16,240,0,0,248,8,8,8,248,0,0,128,65,34,20,8,22,97,0,0,127,32,32,32,127,0,0,
都 233,131,189,0,32,36,36,164,127,36,52,40,38,32,254,2,34,218,6,0,4,2,255,73,73,73,73,255,0,0,255,8,16,8,7,0,
同 229,144,140,0,0,0,254,2,18,146,146,146,146,146,146,18,2,254,0,0,0,0,255,0,0,31,8,8,8,8,31,64,128,127,0,0,
现 231,142,176,0,4,132,132,252,132,132,0,254,2,2,242,2,2,254,0,0,32,96,32,31,16,144,64,35,24,6,1,126,128,131,224,0,
当 229,189,147,0,0,64,66,68,88,64,64,127,64,64,80,72,198,0,0,0,0,64,68,68,68,68,68,68,68,68,68,68,255,0,0,0,
没 230,178,161,0,16,96,2,204,128,64,32,30,2,2,2,62,64,64,64,0,4,4,126,1,128,128,131,77,81,33,81,73,135,128,128,0,
动 229,138,168,0,64,68,196,68,68,68,64,16,16,255,16,16,16,240,0,0,16,60,19,16,20,184,64,48,14,1,64,128,64,63,0,0,
面 233,157,162,0,2,2,226,34,34,242,46,34,34,226,34,34,226,2,2,0,0,0,255,64,64,127,73,73,73,127,64,64,255,0,0,0,
起 232,181,183,0,64,72,72,72,255,72,72,0,196,68,68,68,252,0,0,0,128,96,31,32,127,68,68,64,79,80,80,80,80,92,64,0,
看 231,156,139,0,32,34,42,42,170,106,58,46,41,41,41,41,41,32,32,0,8,4,2,1,255,85,85,85,85,85,85,255,0,0,0,0,
定 229,174,154,0,16,12,68,68,68,68,69,198,68,68,68,68,68,20,12,0,128,64,32,30,32,64,64,127,68,68,68,68,68,64,64,0,
天 229,164,169,0,64,64,66,66,66,66,66,254,66,66,66,66,66,64,64,0,128,128,64,32,16,12,3,0,3,12,16,32,64,128,128,0,
分 229,136,134,0,128,64,32,144,136,134,128,128,128,131,140,16,32,64,128,0,0,128,64,32,24,7,0,64,128,64,63,0,0,0,0,0,
还 232,191,152,0,64,64,66,204,0,0,2,130,66,242,14,66,130,2,0,0,0,64,32,31,32,66,65,64,64,95,64,64,64,67,64,0,
进 232,191,155,0,64,64,66,204,0,128,136,136,255,136,136,255,136,136,128,0,0,64,32,31,32,64,80,76,67,64,64,95,64,64,64,0,
好 229,165,189,0,16,16,240,31,16,240,0,128,130,130,226,146,138,134,128,0,64,34,21,8,22,97,0,0,64,128,127,0,0,0,0,0,
小 229,176,143,0,0,0,0,224,0,0,0,255,0,0,0,32,64,128,0,0,8,4,3,0,0,64,128,127,0,0,0,0,0,1,14,0,
部 233,131,168,0,64,68,84,101,70,68,100,84,68,64,254,2,34,218,6,0,0,0,126,34,34,34,34,126,0,0,255,8,16,8,7,0,
其 229,133,182,0,0,4,4,4,255,36,36,36,36,36,255,4,4,4,0,0,8,8,136,72,47,9,9,9,9,9,47,72,136,8,8,0,
些 228,186,155,0,0,0,252,0,128,255,136,136,0,255,16,16,8,4,224,0,1,67,65,73,72,72,72,72,72,72,73,73,65,65,1,0,
主 228,184,187,0,0,8,8,8,8,8,9,250,8,8,8,8,8,8,0,0,64,64,65,65,65,65,65,127,65,65,65,65,65,64,64,0,
样 230,160,183,0,16,16,208,255,144,0,16,145,150,144,240,144,148,147,16,0,4,3,0,255,0,1,4,4,4,4,255,4,4,4,4,0,
理 231,144,134,0,4,132,132,252,132,132,0,254,146,146,254,146,146,254,0,0,32,96,32,31,16,16,64,68,68,68,127,68,68,68,64,0,
心 229,191,131,0,0,0,128,0,0,224,2,4,24,0,0,0,64,128,0,0,16,12,3,0,0,63,64,64,64,64,64,120,0,1,14,0,
她 229,165,185,0,16,16,240,31,16,240,128,248,128,64,255,32,16,240,0,0,64,34,21,8,22,97,0,63,64,64,95,66,68,67,120,0,
本 230,156,172,0,0,16,16,16,16,208,48,255,48,208,16,16,16,16,0,0,16,8,4,2,9,8,8,255,8,8,9,2,4,8,16,0,
前 229,137,141,0,8,8,232,41,46,40,232,8,8,200,12,11,232,8,8,0,0,0,255,9,73,137,127,0,0,15,64,128,127,0,0,0,
开 229,188,128,0,128,130,130,130,254,130,130,130,130,130,254,130,130,130,128,0,0,128,64,48,15,0,0,0,0,0,255,0,0,0,0,0,
但 228,189,134,0,0,128,96,248,7,0,252,68,68,68,68,68,68,252,0,0,1,0,0,255,0,64,79,68,68,68,68,68,68,79,64,0,
因 229,155,160,0,0,254,2,66,66,66,66,250,66,66,66,66,2,254,0,0,0,255,64,80,72,68,67,64,65,66,68,88,64,255,0,0,
只 229,143,170,0,0,0,0,254,2,2,2,2,2,2,2,254,0,0,0,0,0,128,64,35,25,1,1,1,1,1,9,19,32,192,0,0,
从 228,187,142,0,0,0,0,0,255,0,0,0,0,0,255,0,0,0,0,0,128,64,48,14,1,130,76,32,24,7,0,7,24,96,128,0,
想 230,131,179,0,0,8,136,104,255,72,136,0,254,82,82,82,254,0,0,0,64,49,0,0,59,64,64,68,91,66,66,114,3,8,48,0,
实 229,174,158,0,16,12,4,132,20,100,5,6,244,4,4,4,4,20,12,0,4,132,132,68,71,36,20,12,7,12,20,36,68,132,4,0,
日 230,151,165,0,0,0,0,254,130,130,130,130,130,130,130,254,0,0,0,0,0,0,0,255,64,64,64,64,64,64,64,255,0,0,0,0,
军 229,134,155,0,8,6,34,34,162,98,58,162,34,34,34,34,34,10,6,0,16,16,18,19,18,18,18,255,18,18,18,18,18,16,16,0,
者 232,128,133,0,32,32,36,36,36,36,191,100,36,52,40,36,34,32,32,0,16,8,4,2,255,73,73,73,73,73,73,255,0,0,0,0,
意 230,132,143,0,16,16,18,210,86,90,82,83,82,90,86,210,18,16,16,0,64,48,0,119,133,133,141,181,133,133,133,231,0,16,96,0,
无 230,151,160,0,0,64,66,66,66,194,126,66,194,66,66,66,64,64,0,0,128,64,32,16,12,3,0,0,63,64,64,64,64,112,0,0,
力 229,138,155,0,0,16,16,16,16,16,255,16,16,16,16,16,240,0,0,0,0,128,64,32,24,6,1,0,32,64,128,64,63,0,0,0,
它 229,174,131,0,16,12,4,4,228,4,5,6,4,4,132,132,68,20,12,0,0,0,0,0,63,66,66,65,65,65,64,64,64,120,0,0,
与 228,184,142,0,0,0,224,159,136,136,136,136,136,136,136,136,136,8,0,0,8,8,8,8,8,8,8,8,8,72,128,64,63,0,0,0,
长 233,149,191,0,128,128,128,128,255,128,128,160,144,136,132,130,128,128,128,0,0,0,0,0,255,64,33,18,4,8,16,32,32,64,64,0,
把 230,138,138,0,16,16,16,255,16,144,0,254,130,130,254,130,130,254,0,0,4,68,130,127,1,0,0,63,64,64,64,64,64,65,112,0,
机 230,156,186,0,16,16,208,255,144,16,0,254,2,2,2,254,0,0,0,0,4,3,0,255,0,131,96,31,0,0,0,63,64,64,120,0,
十 229,141,129,0,64,64,64,64,64,64,64,255,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,
民 230,176,145,0,0,0,254,34,34,34,34,34,226,34,34,34,62,0,0,0,0,0,255,65,33,17,1,1,3,13,17,33,65,241,0,0,
第 231,172,172,0,8,4,147,146,150,154,146,250,148,147,146,150,250,2,2,0,64,64,71,36,36,20,12,255,4,4,36,68,36,28,0,0,
公 229,133,172,0,0,128,64,32,24,6,128,0,7,24,32,64,128,0,0,0,1,0,32,112,40,38,33,32,32,36,56,96,0,1,1,0,
此 230,173,164,0,0,0,248,0,0,255,32,32,0,255,64,32,16,8,0,0,32,96,63,32,16,31,16,16,0,63,64,64,64,64,120,0,
已 229,183,178,0,0,0,226,130,130,130,130,130,130,130,130,254,0,0,0,0,0,0,63,64,64,64,64,64,64,64,64,64,64,120,0,0,
工 229,183,165,0,0,4,4,4,4,4,4,252,4,4,4,4,4,4,0,0,32,32,32,32,32,32,32,63,32,32,32,32,32,32,32,0,
使 228,189,191,0,128,96,248,7,4,228,36,36,36,255,36,36,36,228,4,0,0,0,255,0,128,129,69,41,17,47,65,65,129,129,128,0,
情 230,131,133,0,128,112,0,255,32,192,68,84,84,84,127,84,84,84,68,64,0,0,0,255,0,0,0,255,21,21,21,85,149,255,0,0,
明 230,152,142,0,0,252,68,68,68,252,0,0,254,34,34,34,34,254,0,0,0,15,4,4,4,143,64,48,15,2,2,66,130,127,0,0,
性 230,128,167,0,0,224,0,255,16,32,64,60,16,16,255,16,16,16,0,0,1,0,0,255,0,0,64,66,66,66,127,66,66,66,64,0,
知 231,159,165,0,32,24,15,8,248,8,8,0,0,252,4,4,4,252,0,0,129,65,49,13,3,13,113,1,0,63,16,16,16,63,0,0,
全 229,133,168,0,128,128,64,32,80,72,68,195,68,72,80,32,64,128,128,0,0,64,64,68,68,68,68,127,68,68,68,68,64,64,0,0,
三 228,184,137,0,0,4,132,132,132,132,132,132,132,132,132,132,132,4,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,
又 229,143,136,0,0,0,2,30,98,130,2,2,2,130,114,14,0,0,0,0,128,128,64,64,32,17,10,4,10,17,32,64,64,128,128,0,
关 229,133,179,0,0,0,16,17,22,16,16,240,16,16,20,19,16,0,0,0,129,129,65,65,33,17,13,3,13,17,33,65,65,129,129,0,
点 231,130,185,0,0,0,192,64,64,64,127,72,72,72,72,200,8,8,0,0,128,64,55,4,4,20,100,4,20,100,4,7,16,224,0,0,
正 230,173,163,0,0,2,2,194,2,2,2,254,130,130,130,130,130,2,0,0,64,64,64,127,64,64,64,127,64,64,64,64,64,64,64,0,
业 228,184,154,0,0,16,96,128,0,255,0,0,0,255,0,0,192,48,0,0,64,64,64,67,64,127,64,64,64,127,66,65,64,64,64,0,
外 229,164,150,0,0,192,48,31,16,16,240,0,0,255,32,64,128,0,0,0,129,64,33,18,12,3,0,0,0,255,0,0,0,3,0,0,
将 229,176,134,0,0,8,48,0,255,0,136,132,83,34,18,202,6,0,0,0,4,4,2,1,255,0,2,10,18,66,130,127,2,2,2,0,
两 228,184,164,0,2,226,34,34,34,254,34,34,34,254,34,34,34,226,2,0,0,255,0,8,6,1,22,8,6,1,2,76,128,127,0,0,
高 233,171,152,0,4,4,4,4,244,148,149,150,148,148,244,4,4,4,4,0,0,254,2,2,122,74,74,74,74,74,122,2,130,254,0,0,
间 233,151,180,0,0,248,1,6,0,240,18,18,18,242,2,2,2,254,0,0,0,255,0,0,0,31,17,17,17,31,0,64,128,127,0,0,
由 231,148,177,0,0,0,240,16,16,16,16,255,16,16,16,16,240,0,0,0,0,0,255,66,66,66,66,127,66,66,66,66,255,0,0,0,
问 233,151,174,0,0,248,1,2,0,226,34,34,34,226,2,2,2,254,0,0,0,255,0,0,0,31,8,8,8,31,0,64,128,127,0,0,
很 229,190,136,0,0,16,136,196,51,0,254,146,146,146,146,146,254,0,0,0,2,1,0,255,0,0,255,64,32,3,12,20,34,65,64,0,
最 230,156,128,0,64,64,192,95,85,85,213,85,85,85,85,95,64,64,64,0,32,96,63,37,21,21,255,144,71,41,17,45,67,128,128,0,
重 233,135,141,0,16,16,20,212,84,84,84,252,82,82,82,211,18,16,16,0,64,64,80,87,85,85,85,127,85,85,85,87,80,64,64,0,
并 229,185,182,0,0,16,16,17,246,16,16,16,16,16,244,19,16,16,0,0,2,130,66,50,15,2,2,2,2,2,255,2,2,2,2,0,
物 231,137,169,0,64,60,16,255,16,16,32,16,143,120,8,248,8,248,0,0,2,6,2,255,1,1,4,66,33,24,70,129,64,63,0,0,
手 230,137,139,0,0,0,36,36,36,36,36,252,34,34,34,35,34,0,0,0,2,2,2,2,2,66,130,127,2,2,2,2,2,2,2,0,
应 229,186,148,0,0,0,252,4,68,132,4,37,198,4,4,4,4,228,4,0,64,48,15,64,64,65,78,64,64,99,80,76,67,64,64,0,
战 230,136,152,0,0,0,0,255,8,8,8,64,64,64,255,32,34,172,32,0,0,127,33,33,33,33,127,128,64,32,23,24,38,65,240,0,
向 229,144,145,0,0,248,8,8,12,202,73,72,72,200,8,8,8,248,0,0,0,255,0,0,0,31,8,8,8,31,0,64,128,127,0,0,
头 229,164,180,0,0,0,16,96,4,24,0,0,255,0,0,0,0,0,0,0,129,129,65,65,33,17,9,7,1,5,9,17,33,193,1,0,
文 230,150,135,0,8,8,8,56,200,8,9,14,8,8,200,56,8,8,8,0,128,128,64,64,32,17,10,4,10,17,32,64,64,128,128,0,
体 228,189,147,0,0,128,96,248,7,16,16,16,208,255,208,16,16,16,0,0,1,0,0,255,16,8,4,11,8,255,8,11,4,8,16,0,
政 230,148,191,0,4,196,4,4,252,132,132,4,128,112,143,8,8,248,8,0,32,63,32,32,31,16,16,144,64,32,19,12,51,64,128,0,
美 231,190,142,0,0,8,72,73,74,76,72,248,72,72,76,75,72,8,0,0,129,137,137,73,73,41,25,15,25,41,73,73,137,137,129,0,
相 231,155,184,0,16,16,16,208,255,144,16,0,254,34,34,34,34,254,0,0,8,4,3,0,255,0,3,0,255,66,66,66,66,255,0,0,
见 232,167,129,0,0,0,0,254,2,2,2,242,2,2,2,254,0,0,0,0,128,128,64,71,32,24,6,1,126,128,128,135,128,128,224,0,
被 232,162,171,0,8,8,137,234,152,64,0,248,136,136,136,255,136,168,24,0,2,1,0,255,0,129,96,31,128,67,44,16,44,67,128,0,
利 229,136,169,0,64,68,68,68,196,254,66,67,66,0,248,0,0,255,0,0,32,16,12,3,0,255,1,2,4,0,15,64,128,127,0,0,
什 228,187,128,0,0,128,96,248,7,64,64,64,64,64,255,64,64,64,64,0,1,0,0,255,0,0,0,0,0,0,255,0,0,0,0,0,
二 228,186,140,0,0,0,8,8,8,8,8,8,8,8,8,8,8,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,
等 231,173,137,0,8,4,35,34,38,42,34,250,36,35,34,38,42,2,2,0,1,9,9,9,25,105,9,9,73,137,125,9,9,9,1,0,
产 228,186,167,0,0,4,132,132,148,228,133,134,132,196,180,132,132,132,128,0,128,96,31,0,0,0,0,0,0,0,0,0,0,0,0,0,
或 230,136,150,0,8,8,200,72,72,72,200,8,8,255,8,8,9,202,8,0,0,32,103,36,36,20,151,144,64,33,22,24,38,65,248,0,
新 230,150,176,0,64,68,84,101,198,100,84,68,0,252,68,68,196,66,64,0,32,18,74,130,127,2,10,146,96,31,0,0,255,0,0,0,
己 229,183,177,0,0,0,130,130,130,130,130,130,130,130,130,254,0,0,0,0,0,0,63,64,64,64,64,64,64,64,64,64,64,120,0,0,
制 229,136,182,0,64,80,78,72,72,255,72,72,72,64,248,0,0,255,0,0,0,0,62,2,2,255,18,34,30,0,15,64,128,127,0,0,
身 232,186,171,0,0,0,0,252,84,86,85,84,84,84,84,252,0,128,64,0,64,66,66,35,34,34,18,18,10,70,130,127,1,0,0,0,
果 230,158,156,0,0,0,0,254,146,146,146,254,146,146,146,254,0,0,0,0,68,68,36,37,20,12,4,255,4,12,20,37,36,68,68,0,
加 229,138,160,0,16,16,16,255,16,16,240,0,0,248,8,8,8,248,0,0,128,64,48,15,64,128,127,0,0,127,32,32,32,127,0,0,
西 232,165,191,0,2,2,226,34,34,254,34,34,34,254,34,34,226,2,2,0,0,0,255,72,68,67,64,64,64,67,68,68,255,0,0,0,
斯 230,150,175,0,0,4,255,36,36,36,255,4,0,252,68,68,196,66,64,0,136,72,47,9,9,25,47,200,96,31,0,0,255,0,0,0,
月 230,156,136,0,0,0,0,0,0,255,33,33,33,33,33,33,33,255,0,0,0,0,128,64,48,15,2,2,2,2,2,66,130,127,0,0,
话 232,175,157,0,64,64,66,204,0,0,32,36,36,36,254,34,35,34,32,0,0,0,0,127,32,16,0,254,66,66,67,66,66,254,0,0,
合 229,144,136,0,64,64,32,32,80,72,68,67,68,72,80,32,32,64,64,0,0,0,0,254,66,66,66,66,66,66,66,254,0,0,0,0,
回 229,155,158,0,0,0,254,2,2,242,18,18,18,242,2,2,254,0,0,0,0,0,127,32,32,39,36,36,36,39,32,32,127,0,0,0,
